"","frasi","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"4085","«Sì, ho solo dormito poco bene.» mento, girando il cucchiaino nella tazza quasi vuota.",0,0,0,0,0,0,0,0,0,0
"4086","Mi alzo producendo un rumore stridulo con la sedia e vado a lavare i denti.",1,0,0,1,0,0,1,0,2,0
"4087","Poi mi dirigo in camera e infilo un paio di leggins e una maglia lunga, metto le mie Vans e appoggio sulle spalle un cappotto per assicurarmi di non avere freddo.",0,0,0,0,0,0,0,0,2,0
"4088","Lascio un bacio sulla guancia ai miei genitori con la consapevolezza che non li rivedrò prima di questo pomeriggio sul tardi, ed esco di casa.",0,1,0,0,1,0,1,0,0,1
"4089","Mi chiudo meglio nel mio cappotto, questa mattina il vento è gelido e tira forte.",0,0,0,0,0,0,0,1,0,1
"4090","Infilo le cuffiette nelle orecchie e lascio che la musica riempa la mia mente scacciando via tutti i pensieri che si sono accumulati nelle ultime sedici ore.",0,0,0,0,1,1,0,0,0,2
"4091","Non appena arrivo davanti ai cancelli della EastSide, mi dirigo con passo felpato verso l‘entrata.",0,2,0,0,0,0,0,0,0,0
"4092","Non ho voglia di vedere nessuno, se non il banco su cui dovrò sedere per cinque ore.",0,0,0,0,0,0,0,0,0,0
"4093","Mi dirigo verso il mio armadietto e afferro i libri di letteratura, quando dietro di me sento i suoi passi pesanti.",0,0,0,0,0,0,0,0,0,0
"4094","Riconoscerei la sua camminata tra mille.",0,0,0,0,0,1,0,0,1,0
"4095","Il suo profumo mi arriva dritto in faccia nonostante io sia di spalle e il fatto che non si sia fermato, il fatto che sia passato senza neanche salutarmi, il fatto che tutto questo non sia uno scherzo, mi fanno tremare.",0,0,0,0,0,0,0,1,1,0
"4096","Sento gli occhi riempirsi di lacrime e la mia gola chiudersi.",0,0,1,0,0,0,0,0,1,0
"4097","Faccio un lungo sospiro, cercando di riprendere il controllo del mio corpo, mentre rimango impalata davanti all‘armadietto ancora aperto.",0,1,0,0,0,0,0,0,0,1
"4098","Quando Caleb si è allontanato abbastanza da farmi tornare a respirare regolarmente, stringo i libri al petto e mi dirigo verso la classe di letteratura.",0,0,0,0,0,0,0,1,0,1
"4099","Sono una delle prime e vado a prendere posto al solito banco, quello accanto alla finestra.",0,0,0,0,0,0,0,1,0,1
"4100","Trevor entra accompagnato da Liam e Bryan, e appena punta lo sguardo su di me il sorriso gli muore sulle labbra.",0,1,0,1,2,0,2,2,0,2
"4101","Si dirige verso di me con uno sguardo preoccupato per poi sedersi al mio fianco.",0,0,0,0,0,1,0,0,1,0
"4102","«Come stai?» mi chiede, circondando le mie spalle con un braccio.",0,0,0,0,0,0,0,0,0,0
"4103","«Bene.» affermo accennando un sorriso.",0,1,0,0,2,0,2,2,0,2
"4104","«Dimmi la verità, Allie.",0,0,0,0,0,0,0,0,0,0
"4105","I tuoi occhi parlano chiaro.» assottiglia gli occhi mentre mi punta un dito contro.",1,0,0,1,0,0,0,0,1,0
"4106","Non voglio mentirgli, ma non voglio neanche farlo preoccupare.",0,0,0,0,0,0,0,0,0,0
"4107","Per questo indugio su cosa dirgli.",0,0,0,0,0,0,0,0,0,0
"4108","Per mia fortuna il professor Campbell entra in classe ponendo fine al nostro mini dialogo.",0,2,0,0,3,0,3,1,0,3
"4109","Trevor si allontana con sguardo perplesso mentre faccio finta di prendere le mie cose.",0,0,0,0,0,0,0,0,1,0
"4110","La mia disattenzione durante le lezioni comincia a farsi sentire, ho preso un‘insufficienza nell‘ultimo test e lo sguardo del professore è abbastanza deluso.",4,0,2,0,0,1,0,1,4,1
"4111","La campanella suona e tutti corriamo verso la classe successiva.",0,0,0,0,0,0,0,0,0,0
"4112","Vado il più veloce possibile per non incontrare Trevor perché non ho più voglia di tirare fuori questo argomento, basta il mio subconscio.",1,0,0,0,0,0,1,0,1,2
"4113","- La mattinata passa lentamente e finalmente suona anche l‘ultima campanella.",0,0,0,0,0,0,0,0,0,0
"4114","Mi faccio spazio tra la folla di studenti che brulica nella scuola e cerco di scappare da tutto quel chiasso.",1,0,0,1,0,1,0,1,2,0
"4115","Sono la prima a varcare la soglia dei cancelli e, proprio nella parte opposta alla mia, c‘è Caleb che fugge verso la sua macchina.",0,0,0,0,0,0,0,1,0,0
"4116","Ripensando a Caleb e a quella sera il mio cuore comincia a palpitare nel petto.",0,0,0,0,0,0,0,0,0,0
"4117","La nostra serata al parco, i nostri corpi così vicini...",0,0,0,0,0,0,0,0,0,0
"4118","al solo pensiero sento gli occhi pizzicare per tutte le emozioni provate in una sola sera.",0,1,0,0,0,0,0,0,0,0
"4119","E sembra passato solo qualche giorno, quando invece è accaduto molto tempo fa.",0,1,0,0,0,0,0,0,0,0
"4120","La proposta di mio padre è molto allettante, ma mi riprometto di non accettare.",0,0,0,0,0,0,0,1,0,1
"4121","Caleb non ci sarà di sicuro, l‘ultima volta è stato solo un puro caso.",0,0,0,1,1,1,0,1,1,1
"4122","Comunque, non riuscirei a stare per più di cinque minuti in quel posto, circondata da tutta quella gente che non fa altro che giudicarti e squadrarti da capo a piedi.",0,0,0,0,0,0,0,1,0,2
"4123","«Ci devo pensare.» rispondo infine, lasciando la cucina.",0,1,1,0,1,0,1,1,0,1
"4124","Ripeto nella mia testa quelle tre parole che gironzolano ormai da qualche giorno e che non riesco a smettere di ripetere:",1,0,0,0,0,0,0,0,2,0
"4125","non devi piangere.",0,0,0,0,0,3,0,0,3,0
"4126","Mi dirigo in bagno e sciacquo il viso, cercando di dargli un aspetto più gradevole.",0,0,0,0,0,0,0,0,0,1
"4127","Vado in camera e mi vesto con i primi vestiti che mi capitano sotto mano e mi siedo davanti alla toletta per domare i miei lunghi capelli biondi.",0,0,0,0,0,0,0,0,0,1
"4128","Dopo aver perso le speranze, prendo un elastico e faccio una crocchia disordinata che risulti decente.",0,0,0,0,0,1,0,0,1,2
"4129","Mi innervosisco e mi ripeto che più brutta di così non posso essere e che è inutile perdere tempo davanti allo specchio;",2,1,1,1,0,2,1,0,3,0
"4130","oggi non è proprio giornata.",0,0,0,0,0,0,0,0,0,0
"4131","Dopo aver salutato i miei genitori e aver ricevuto un‘occhiataccia da parte loro, esco di casa con la musica nelle orecchie.",0,0,0,0,1,1,0,0,0,2
"4132","Hanno sempre voluto che io dessi sempre una bella impressione, che il mio aspetto fosse sempre curato, che non avessi mai un capello fuori posto.",0,1,0,0,1,0,0,1,1,2
"4133","Ed è questa la motivazione delle loro facce.",0,0,0,0,0,0,0,0,0,0
"4134","Non me ne curo più di tanto e continuo per la mia strada, fino a che non arrivo ai cancelli della EastSide.",0,2,0,0,0,0,0,0,0,0
"4135","Lydia mi raggiunge entusiasta, mentre io sembro appena tornata dall‘inferno.",2,0,1,2,0,1,0,0,2,0
"4136","«Allie, buongiorno mia cara.» dice, prendendomi sottobraccio.",0,0,0,0,0,0,0,0,0,0
"4137","Dopo aver ricambiato il saluto mi faccio trascinare fino al suo armadietto.",0,0,0,0,1,0,0,0,0,1
"4138","«Ti sei vista con quella ragazza immagino.» la precedo.",0,0,0,0,0,0,0,0,0,0
"4139","«Sì! Aspetta...»",0,0,0,0,0,0,0,0,0,0
"4140","Mi guarda stranita per aver indovinato e poi scoppia a ridere.",0,0,0,0,0,0,0,0,0,0
"4141","«Intuito.» dico, facendo un‘alzata di spalle.",0,0,0,0,0,0,0,0,0,0
"4142","«Mi ha parlato un pò di lei, è molto bella dal vivo...» dice, giungendo le mani e guardando il soffitto con occhi sognanti.",0,2,0,0,2,0,0,2,0,2
"4143","«Ha detto che le interesso e che presto vuole rivedermi.",0,0,0,0,1,0,1,1,0,1
"4144","» dice infine, per poi chiudere l‘armadietto.",0,1,1,0,1,0,1,1,0,1
"4145","Mentre continua a parlare ci dirigiamo verso il mio, di armadietto.",0,0,0,0,0,0,0,0,0,1
"4146","«Ronnie a ore tre.» mi dice Lydia, bloccando il suo discorso.",0,0,0,0,0,0,0,0,0,1
"4147","Involontariamente mi giro verso la sua direzione e noto che mi guarda con aria di sfida.",2,0,1,2,0,0,0,0,2,1
"4148","Io torno a guardare il mio armadietto indifferente alla sua presenza.",1,0,1,0,0,1,0,0,1,1
"4149","«Stavi dicendo?» dico poi a Lydia.",0,0,0,0,0,0,0,0,0,0
"4150","Afferro i libri di letteratura inglese e me li stringo al petto.",0,0,0,0,0,0,0,0,0,0
"4151","«Ops, il cattivo ragazzo ti ha piantata in asso?» borbotta la Barbie alle mie spalle.",1,0,2,1,0,1,0,0,3,1
"4152","«Andiamo, Lydia.» ringhio tra i denti alla mia amica, dando ancora le spalle a Ronnie.",0,0,0,0,0,1,0,0,1,1
"4153","Cominciamo ad allontanarci mentre quest‘ultima continua con parole come codarda, invidiosa, illusa.",1,0,0,0,0,0,0,0,1,0
"4154","Ma non appena l‘ultima parola esce dalla sua bocca, mi giro di scatto e questa volta non c‘è Trevor a bloccarmi per le spalle.",0,0,0,0,0,0,1,1,0,1
"4155","Questa volta Lydia non riuscirà a fermarmi.",0,0,0,0,0,0,0,0,0,0
"4156","Mi dirigo verso di lei con passo felpato, lasciando cadere a terra tutti i libri e facendo piombare un silenzio assordante nel corridoio.",0,0,0,0,0,1,0,0,1,2
"4157","Si sentono solo i miei passi e il fumo che mi esce dal naso per la rabbia.",1,0,1,0,0,0,0,0,3,0
"4158","Le punto un dito contro quel naso perfetto che ha e ad un centimetro dal suo viso le rispondo.",1,1,1,0,1,0,0,1,1,1
"4159","«Dici a me di essere di un‘illusa, quando con te sta facendo lo stesso gioco?",0,1,0,0,0,0,1,0,1,0
"4160","E poi, io, invidiosa?",0,0,0,0,0,0,0,0,0,0
"4161","Di  te, poi!",0,0,0,0,0,0,0,0,0,0
"4162","Non farmi ridere.",0,0,0,0,0,0,0,0,0,0
"4163","Sai solo far questo: essere perfida con chi non è alla tua altezza.",0,0,0,0,0,0,0,0,0,0
"4164","Ma non importa a nessuno, qui, di essere alla tua altezza perché siamo tutti sullo stesso livello e tu, Veronica, non sei nessuno per fare ciò che vuoi.» non appena pronuncio il suo nome per intero le sue mani mi prendono per le spalle e mi spingono violentemente a terra, facendo alzare un sospiro di paura da parte della cerchia che ci si è creata intorno.",2,1,0,2,0,0,1,1,2,3
"4165","«Dove stiamo andando?» chiedo, mentre mi muovo con agitazione sul sedile.",2,0,0,1,0,1,0,0,2,0
"4166","Non ne posso più di stare seduta.",0,0,0,0,0,0,0,0,0,0
"4167","«Siamo quasi arrivati.» mi dice, per poi imboccare una vietta.",0,0,0,0,0,0,0,0,0,0
"4168","Un grande centro commerciale si presenta davanti ai miei occhi, ci stiamo dirigendo verso il parcheggio.",0,0,0,0,0,0,0,1,0,1
"4169","«Questo posto è enorme.» commento non appena scendiamo dall‘auto.",0,0,0,0,0,0,0,0,0,0
"4170","«Lo so.» e mette le chiavi nella tasca.",0,0,0,0,0,0,0,0,0,0
"4171","Prendiamo le scale mobili e saliamo al primo piano.",0,1,0,0,0,0,0,0,0,1
"4172","Questo posto è davvero immenso.",0,0,0,0,0,0,0,0,0,1
"4173","«Perché mi hai portata qui?» chiedo, curiosa.",0,0,0,0,0,0,0,0,0,0
"4174","«Per passare un pò di tempo insieme, dato che ultimamente ci siamo un pò persi.",0,1,0,0,0,0,0,1,0,1
"4175","» dice, guardandosi intorno.",0,0,0,0,0,0,0,0,0,0
"4176","Camminiamo per i lunghi e ampi corridoi fiancheggiati da negozi e Trevor si ferma.",0,0,0,0,0,0,0,0,0,0
"4177","«Ti va di entrare?» mi dice.",0,0,0,0,0,0,0,0,0,0
"4178","Annuisco e lo seguo dentro.",0,0,0,0,0,0,0,0,0,0
"4179","Inizialmente rimango con lui mentre cerca qualche capo da comprare ma dopo poco lo avverto che sto per andare nel reparto donna.",0,0,0,0,0,0,0,1,0,2
"4180","Questo negozio vende soprattutto abiti per ogni giorno, non troppo eleganti e molto carini.",0,1,0,0,0,0,0,0,0,1
"4181","Alla fine usciamo entrambi con qualche busta di spesa, soddisfatti.",0,0,0,0,0,0,0,0,1,0
"4182","Poi passiamo davanti ad un parrucchiere e Trevor si china sulla vetrina per guardare i prezzi mentre si tocca i capelli.",0,0,0,0,0,0,0,0,0,0
"4183","«Venticinque dollari per taglio e messa in piega.» sospira.",1,0,1,1,0,1,0,0,1,0
"4184","«È davvero poco.» commento, avvicinandomi a lui.",0,0,0,0,0,0,0,0,0,0
"4185","I prezzi sono davvero bassi e dentro mi sembra che stiano lavorando molto.",0,0,0,0,0,0,0,0,0,0
"4186","«E se tagliassi i capelli?» dico infine, toccandomi le lunghe punte bionde.",0,1,1,0,1,0,1,1,0,1
"4187","Trevor mi guarda con gli occhi spalancati.",0,0,0,0,0,0,0,0,0,0
"4188","«Stai scherzando?",0,0,0,0,0,0,0,0,0,0
"4189","No, Allie, non li tagliare.» afferma.",0,0,0,0,0,0,0,0,2,0
"4190","«Solo una spuntatina...» dico per poi alzare le spalle.",0,0,0,0,0,0,0,0,0,0
"4191","Lui mi guarda insospettito ma ormai la scelta è stata fatta.",0,0,0,0,0,0,0,0,0,1
"4192","Lo sorpasso e chiedo al ragazzo dietro al bancone se c‘è un posto al volo per tagliare i capelli.",0,0,1,0,0,0,0,0,2,0
"4193","Lui mi invita a sedermi su una poltrona e diaspettare.",0,0,0,0,0,0,0,0,0,0
"4194","Dopo pochi minuti torna con un paio di guanti neri e mi accompagna fino al lavandino.",0,0,0,0,0,0,0,0,0,0
"4195","Trevor mi guarda dall‘alto, come se fosse scioccato dalla mia scelta mentre tiene tutte le mie buste.",0,0,0,0,0,0,0,0,1,1
"4196","Una volta fatto, mi riaccompagna alla poltrona e il ragazzo mi chiede quanto voglia tagliare i capelli.",0,0,1,0,0,0,0,1,2,0
"4197","«Un pò più giù delle spalle.» affermo.",0,0,0,0,0,0,0,0,0,0
"4198","«Te lo vieto.» si intromette Trevor.",0,0,0,0,0,0,0,0,0,0
"4199","«Okay, allora...",0,0,0,0,0,0,0,0,0,0
"4200","facciamo a metà schiena.» lo guardo dal riflesso dello specchio mentre sorrido.",0,0,0,0,0,0,1,0,0,0
"4201","Il ragazzo guarda Trevor come per aspettare la sua conferma e quest‘ultimo si arrende con un sì forzato.",0,2,1,1,0,0,1,2,3,1
"4202","Il ragazzo, dopo aver fatto girare le forbici su due dita, comincia a tagliare le punte in eccesso e tutte le lunghezze rovinate.",0,0,2,0,0,0,0,1,4,0
"4203","«Cosa c‘è Trevor?",0,0,0,0,0,0,0,0,0,0
"4204","Perché tieni così tanto ai miei capelli?» ridacchio, mentre il parrucchiere finisce di fare il suo lavoro.",0,1,0,0,1,0,1,1,0,3
"4205","«Non so, Allie.",0,0,0,0,0,0,0,0,0,0
"4206","Sembri già diversa.» borbotta.",0,0,0,0,0,0,0,0,0,0
"4207","Un‘altra ragazza viene ad asciugarmi i capelli e alla fine della piega lascia dei boccoli sulle punte per poi aprirli e dargli un‘aria più naturale.",0,0,0,0,0,0,0,0,0,0
"4208","Mi guardo allo specchio e tiro davanti i capelli, che sono molto più corti, e sembra davvero che abbia cambiato aspetto.",2,0,0,2,0,1,1,0,2,0
"4209","Ma non mi dispiace.",0,0,0,0,0,0,0,0,0,0
"4210","Forse questo è solo il primo passo verso una svolta decisiva per la mia vita.",0,0,0,0,0,0,0,0,0,1
"4211","Mi dirigo al bancone per pagare ed entrambi usciamo.",0,1,0,0,1,0,0,1,0,1
"4212","«Non posso credere che tu lo abbia fatto.» mi dice, dandomi una leggera spinta alla spalla.",0,0,0,0,0,0,0,2,0,1
"4213","«Trev, erano rovinatissimi!",0,0,0,0,0,0,0,0,0,0
"4214","E poi i prezzi erano ottimi, ne ho approfittato.» ridacchio, lasciandogli a mia volta un leggero pugno sul petto.",1,0,0,1,0,1,1,0,1,0
"4215","Dopo che il broncio scompare dal suo viso, entriamo in qualche altro negozio e decidiamo di prendere una cioccolata calda in un piccolo bar lì di fianco.",0,1,0,0,0,0,0,0,1,1
"4216","Mentre lo guardo giocare con il telefono, penso che potrei chiedergli perché Caleb abbia smesso di parlarmi da un momento all‘altro, forse lui ne sa qualcosa.",0,0,0,0,0,0,0,0,0,0
"4217","Perché mi ha detto ""È per il tuo bene""?",0,0,0,0,0,0,0,1,0,0
"4218","Ma arrivo alla conclusione che non voglio rovinarmi il pomeriggio trascorso con il mio amico, che ha alleviato il dolore che sento dentro, che mi ha fatto volare la giornata, che me l‘ha migliorata.",0,2,0,1,1,4,0,2,5,1
"4219","«Tavolo tre.»",0,0,0,0,0,0,0,0,0,0
"4220","Den mi passa il vassoio e mi dirigo di corsa verso il tavolo.",0,0,0,1,0,1,0,0,1,0
"4221","Sono di servizio e come al solito il locale straborda di gente, tanto che Brick ha assunto un nuovo ragazzo - dall‘aria simpatica -.",0,0,1,0,0,0,0,1,1,1
"4222","Nonostante il mio corpo sia impegnato a correre tra la sala e la cucina, nella mia mente compaiono limpide le immagini di questa mattina:",0,1,0,0,1,1,0,2,1,3
"4223","il volto di Caleb a pochi centimetri dal mio, il pugno che ha sferrato al mio fianco e il suo ""Non volevo farti del male"" sussurrato.",5,0,2,5,0,6,1,0,7,0
"4224","Non sto bene, ma neanche così male come quel pomeriggio al campo.",4,0,2,4,0,5,0,0,6,0
"4225","Sento che ormai il mio cuore se n‘è fatto una ragione dei suoi continui giochi e dei suoi sbalzi d‘umore o ha semplicemente capito che con lui non ci sarà mai niente di serio;",0,0,0,0,0,0,0,1,0,1
"4226","ma nello stesso momento batte all‘impazzata alla sola vista del moro.",0,0,0,0,0,0,0,0,0,0
"4227","E neanche io voglio farmene una ragione.",0,0,0,0,0,0,0,0,0,0
"4228","C‘è una piccola parte di me che spera ancora che lui torni indietro, che si rimangi tutte le parole nonostante rimarranno fisse nella mia mente per sempre.",1,0,1,0,0,0,0,0,2,2
"4229","C‘è una piccola parte di me che spera che cambi idea, che capisca che quello che provo non ha misura e che posso dargli quello che non ha mai avuto.",0,0,0,0,0,0,0,1,0,0
"4230","«Allie!» mi risveglia Den, dopo che sono rimasta imbambolata di fronte a lui con il vassoio vuoto.",0,0,0,0,0,2,0,0,1,0
"4231","«Scusa, Den, ero distratta.» mi scuso e divento rossa in viso per l‘imbarazzo.",1,0,1,2,0,1,1,0,4,1
"4232","Una volta che mi porge il vassoio, fa lo stesso con l‘altro ragazzo che ha detto di chiamarsi Sean.-«Anche per oggi abbiamo finito.» borbotta Den mentre chiude la saracinesca.",0,0,1,0,0,0,0,1,1,0
"4233","Sean se n‘è già andato mentre io sono qui insieme al mio ""collega"" che anche oggi si è offerto di accompagnarmi a casa.",0,0,0,0,0,0,0,1,0,1
"4234","Montiamo in macchina e usciamo dal parcheggio del Brick‘s.",0,0,0,0,0,0,0,1,0,0
"4235","«Sei sempre sulle nuvole, Allie...» ridacchia, lanciandomi un‘occhiata divertita.",0,0,0,0,0,0,0,0,0,0
"4236","Rido a mia volta mentre nervosamente batto un piede.",0,0,0,0,0,0,0,0,0,0
"4237","«Come va con Caleb?» chiede poi, cogliendomi di sorpresa.",0,0,0,1,1,0,1,0,0,1
"4238","Nonostante mi sia un pò ripresa da quanto successo, ancora non me la sento di tirare fuori l‘argomento e vorrei tanto che Den non me lo avesse chiesto, ma le sue sono buone intenzioni e sono più che certa che me lo abbia chiesto per confortarmi.",1,1,0,0,1,0,0,0,1,2
"4239","«Non mi parla e...",0,0,0,0,0,0,0,0,0,0
"4240","basta.",0,0,0,0,0,0,0,0,0,0
"4241","Certe volte fa anche finta di non vedermi.",0,0,0,0,0,0,0,0,0,0
"4242","» mormoro, mentre i miei occhi vanno involontariamente fuori dal finestrino.",0,0,0,0,0,0,0,0,0,0
"4243","«Oh...» dice solamente, non aggiungendo altro.",0,0,0,0,0,0,0,0,0,0
"4244","Decido di non raccontargli di quanto successo questa mattina per il semplice motivo che voglio che questa conversazione finisca al più presto.",0,1,0,0,2,0,1,0,0,3
"4245","Una volta arrivati a casa, Den si ferma e io lo saluto, ma prima che esca appoggia una mano sulla mia coscia.",0,0,0,1,1,0,1,1,1,1
"4246","Si avvicina pericolosamente al mio viso, facendomi immobilizzare.",0,0,0,0,0,0,0,0,0,0
"4247","«Allie, io...» sussurra, mentre i suoi occhi sono fissi sulle mie labbra.",0,0,0,0,0,0,0,0,0,0
"4248","I miei, invece, sono spalancati.",0,0,0,0,0,0,0,0,0,0
"4249","Il mio corpo non risponde ai comandi che il cervello invia e il mio cuore batte all‘impazzata nella gabbia toracica.",0,0,0,0,0,1,0,0,1,0
"4250","«Niente. Perdonami.» si ritrae dopo qualche interminabile secondo, girandosi dall‘altra parte per nascondere l‘imbarazzo.",2,1,1,3,0,2,1,0,5,1
"4251","Io scendo dalla macchina senza salutarlo nuovamente e ancora scioccata apro la porta di casa ed entro.",0,0,0,0,0,0,0,1,0,1
"4252","Cosa voleva dire Den?",0,0,0,0,0,0,0,0,0,0
"4253","Perché voleva baciarmi e perché si è allontanato, come scottato dalla mia presenza?",0,0,0,0,0,0,0,0,0,1
"4254","Decido di non pormi ulteriori domande, dato che la mia testa è abbastanza disordinata in questo periodo, e dopo aver infilato il pigiama mi butto sotto alle coperte, cercando di cancellare dalla mia mente due occhi neri come la pece che mi fissano e il rimbombo dell‘armadietto che si ammacca alle mie spalle.",0,0,0,1,0,1,0,1,3,2
"4255","La mattina seguente mi sveglio e mi preparo per andare a scuola.",0,0,0,0,0,0,0,1,0,0
"4256","Il tragitto verso la EastSide lo passo insieme a Lydia che mi ha chiesto di accompagnarla.",0,0,0,0,0,0,0,1,0,1
"4257","Mentre camminiamo, le racconto quanto successo con Den ieri sera.",0,1,0,0,1,0,0,0,0,2
"4258","«Intendi il Den che penso io?» mi dice.",0,0,0,0,0,0,0,0,0,0
"4259","«Sì.» «Oh mio Dio, non posso crederci.",0,0,0,0,0,0,0,0,0,0
"4260","Secondo me non ti ha baciata perché sa che questo non è il momento giusto, dato che il tuo cuore è nelle mani di Evans.» dice, mettendo un dito sotto al mento e assumendo un‘aria pensierosa.",0,0,0,0,0,0,0,0,0,1
"4261","«E a proposito di Caleb...",0,0,0,0,0,0,0,0,0,0
"4262","ieri era sul punto di baciarmi.» dico.",0,0,0,0,0,0,0,0,0,0
"4263","«Ragazza mia, sei una calamita umana!» esclama, dandomi una leggera gomitata sul fianco.",0,0,0,0,0,0,0,0,0,0
"4264","Entro titubante nella grande casa guidata da Lydia.",0,0,0,0,0,0,0,0,0,0
"4265","È il solito scenario di una festa, gente che balla, chi si bacia, ci va ad appartarsi e chi è già collassato a terra.",0,1,0,1,1,0,1,1,1,3
"4266","Mi schiaffeggio mentalmente per aver accettato di venire all‘ennesima festa mentre evito un ragazzo che mi è appena caduto ai piedi.",0,1,1,0,1,0,1,0,1,1
"4267","«Ragazze.» ci accoglie Trevor, allargando leggermente le braccia.",0,0,0,0,0,0,0,0,0,0
"4268","Lydia sembra perdere lo sguardo tra la folla, cercando gli occhi che desidera.",3,0,1,2,0,3,1,0,4,0
"4269","Io saluto Trevor e mi siedo sul divano dove si trova già il loro gruppo.",0,0,0,0,1,1,0,1,1,1
"4270","Ci sono proprio tutti:",0,0,0,0,0,0,0,0,0,0
"4271","Bryan, Liam e anche Ronnie.",0,0,0,0,0,0,0,0,0,0
"4272","Manca solo Caleb e non so se esserne sollevata o triste.",0,0,1,1,0,2,0,0,2,0
"4273","«Vuoi da bere?» mi chiede Liam.",0,0,0,0,0,0,0,0,1,0
"4274","«No, grazie.» rifiuto cortesemente mentre mi sistemo meglio accanto a Trevor.",0,0,1,0,0,0,0,0,3,0
"4275","Lui appoggia il braccio sullo schienale alle mie spalle e si distende meglio, mentre porta alla bocca la sua birra.",0,0,0,0,1,0,1,0,0,1
"4276","Indossa una semplice camicia bianca e un paio di jeans strappati sulle ginocchia.",0,0,0,0,0,0,0,0,0,0
"4277","«Cosa facciamo?» chiede Bryan, facendomi distogliere lo sguardo da Trevor.",0,0,0,0,0,0,0,0,0,0
"4278","«Non saprei.» dice Liam.",0,0,0,0,0,0,0,0,0,0
"4279","«Obbligo o verità?» se ne esce Ronnie, alzando un pò la voce a causa della musica troppo alta.",1,0,1,1,1,2,1,0,1,1
"4280","Non c‘è gioco più banale.",0,1,0,0,0,0,1,0,1,0
"4281","Gli altri accettano mentre io decido di non partecipare, guardandomi intorno e notando che Lydia non è più nei paraggi.",0,0,0,0,0,0,0,0,0,0
"4282","«Perché non giochi, Allie?» mi chiede Liam, un pò brillo.",0,0,0,0,0,0,0,0,1,0
"4283","«Perché è una fifona.» mi sfida Ronnie, guardandomi dritta dritta negli occhi.",2,0,1,2,0,0,0,0,2,0
"4284","La mia mano si chiude in un pugno e cerco con tutta me stessa di non rispondere male e alzarmi per tirarle i capelli.",5,0,2,5,0,6,1,0,7,0
"4285","«Va bene, gioco anch‘io.» dico infine.",0,2,1,0,1,0,2,1,1,1
"4286","Le prime domande e i primi obblighi sono abbastanza semplici e quasi senza divertimento.",0,2,0,0,3,0,1,2,0,4
"4287","Per ora Trevor ci ha detto che una volta ha vomitato nel cortile dei vicini mentre Liam si è dovuto alzare per baciare una ragazza ubriaca che lo stuzzicava già da un pò.«Tocca ad Allie.» dice Bryan, sistemando la gamba sull‘altro ginocchio.",1,1,1,1,0,1,0,2,1,0
"4288","«Verità.»",0,0,0,0,0,0,0,0,0,0
"4289","Tutti gli occhi vanno verso Ronnie che mi guarda con gli occhi colmi di cattiveria.",1,0,1,1,0,0,0,0,1,0
"4290","Già so che mi farà una domanda perfida, una domanda fatta per mettermi in imbarazzo.",2,0,1,2,0,1,1,0,4,1
"4291","«Quante volte sei andata a letto con Caleb?» dice infine, sistemando la gonna sulle sue gambe.",0,1,1,0,1,0,1,1,0,1
"4292","Immediatamente il mio viso diventa rosso e il mio cuore accellera.",0,0,0,0,0,0,0,0,0,0
"4293","Gli occhi dei ragazzi mi scrutano curiosi, mentre io vorrei solamente sotterrarmi e non tornare più su.",0,0,0,0,0,0,0,0,0,0
"4294","«Forza, Allison.» mi incita Ronnie.",1,0,0,1,0,0,0,1,1,1
"4295","Le sue parole mi rimbombano nella testa forti e chiare e la vista mi si appanna leggermente.",1,0,0,0,0,0,0,0,1,0
"4296","«Non voglio più giocare.",0,0,0,0,0,0,0,0,0,0
"4297","» dico, alzandomi ed allontanandomi.",0,0,0,0,0,0,0,0,0,0
"4298","Sento la mano di Trevor sfiorarmi il polso, ma non fa in tempo ad afferrarlo.",0,1,0,0,0,0,0,0,0,0
"4299","Sento in lontananza la risata di Ronnie, come se intorno a me non ci fosse più nulla se non la sua stupida ed odiosa voce.",0,0,0,0,2,0,1,0,0,2
"4300","Mi dirigo con passo svelto verso quella che credo sia la cucina e mi verso qualcosa in un bicchiere.",0,0,0,0,0,0,0,0,0,0
"4301","Non ho voglia di piangere, tantomeno di pensare a Caleb o stare dietro agli stupidi giochi di Ronnie.",0,0,0,0,0,3,0,0,3,0
"4302","Mando giù il liquido in fretta, sento la gola bruciare a causa dell‘alcool e i muscoli rilassarsi immediatamente.",1,2,2,1,0,1,1,0,2,0
"4303","«Hey bellezza.» mi sussurra un ragazzo all‘orecchio, appoggiando una mano sul mio fianco.",0,0,1,0,1,0,0,0,1,1
"4304","Sento dall‘alito e dal suo tono di voce che è ubriaco, ubriaco marcio, così lo spintono un pò e me ne vado lasciandolo in cucina.",0,0,1,0,0,0,0,0,1,0
"4305","Non appena esco sbatto contro una ragazza, la guardo dritta negli occhi e dietro di lei spunta Lydia.",1,0,0,0,0,0,0,0,1,0
"4306","«Allie!» mi saluta la mia amica.",0,0,0,0,0,0,0,0,0,0
"4307","La ragazza di cui tanto parlava è davanti ai miei occhi ed è come in foto: bellissima.",0,0,0,0,0,0,0,0,0,0
"4308","Le porgo la mano e mi presento.",0,0,0,0,0,0,0,0,0,0
"4309","«Phil.",0,0,0,0,0,0,0,0,0,0
